question,gold_sql,pred_sql,latency_sec,string_match_percentage
What are the names of the singers and number of concerts for each person?,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT name, COUNT(*) FROM singers GROUP BY name",2.4309463500976562,35.15625
List all singer names in concerts in year 2014.,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT singer_name FROM concerts WHERE concert_year = 2014,3.3747990131378174,30.409356725146196
What are the names of the singers who performed in a concert in 2014?,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT name FROM singers WHERE id IN (SELECT singer_id FROM concerts WHERE year = 2014),24.853975296020508,41.52046783625731
what is the name and nation of the singer who have a song having 'Hey' in its name?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT name, nation FROM singers WHERE song_name LIKE '%Hey%'",0.17203831672668457,84.12698412698413
What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT name, country_of_origin FROM singers JOIN songs ON singers.id = songs.singer_id WHERE songs.title LIKE '%Hey%'",0.1579573154449463,47.008547008547005
Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT name, location FROM stadiums WHERE id IN (SELECT stadium_id FROM concerts WHERE year = 2014 INTERSECT SELECT stadium_id FROM concerts WHERE year = 2015)",0.16562962532043457,43.67816091954023
What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT name, location FROM stadiums WHERE id IN (SELECT stadium_id FROM concerts WHERE year = 2014 INTERSECT SELECT stadium_id FROM concerts WHERE year = 2015)",0.18172764778137207,43.67816091954023
Find the number of concerts happened in the stadium with the highest capacity .,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(*) FROM concerts c JOIN stadiums s ON c.stadium_id = s.id ORDER BY s.capacity DESC LIMIT 1,0.15194272994995117,72.97297297297297
What are the number of concerts that occurred in the stadium with the largest capacity ?,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(*) FROM concerts WHERE stadium_id = ( SELECT id FROM stadiums ORDER BY capacity DESC LIMIT 1 ),0.18102431297302246,89.1891891891892
Find the number of pets whose weight is heavier than 10.,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM table_name WHERE weight > 10,0.13693451881408691,77.55102040816327
How many pets have a greater weight than 10?,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM table_name WHERE weight > 10,0.136094331741333,77.55102040816327
Find the weight of the youngest dog.,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM dogs ORDER BY age ASC LIMIT 1,0.1428852081298828,81.25
How much does the youngest dog weigh?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT MIN(weight) FROM dogs,0.1374955177307129,33.333333333333336
Find the maximum weight for each type of pet. List the maximum weight and pet type.,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT MAX(weight) , pet_type FROM table_name GROUP BY pet_type",0.13830780982971191,80.95238095238095
