question,gold_sql,pred_sql,latency_sec,string_match_percentage
What is the name and capacity for the stadium with the highest average attendance?,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1","SELECT s.name, s.capacity
FROM stadium s
JOIN (
    SELECT stadium_id, AVG(attendance) AS avg_attendance
    FROM attendance
    GROUP BY stadium_id
) a ON s.stadium_id = a.stadium_id
ORDER BY a.avg_attendance DESC
LIMIT 1",1.4051072597503662,27.027027027027028
How many concerts are there in year 2014 or 2015?,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,"SELECT COUNT(*) FROM concerts WHERE YEAR(concert_date) IN (2014,2015);",2.5171124935150146,62.857142857142854
How many concerts occurred in 2014 or 2015?,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,"SELECT COUNT(*) FROM concerts WHERE YEAR(concert_date) IN (2014, 2015)",2.012075185775757,64.28571428571428
Show the stadium name and the number of concerts in each stadium.,"SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT s.name AS stadium_name, COUNT(c.id) AS concert_count
FROM stadiums s
LEFT JOIN concerts c ON s.id = c.stadium_id
GROUP BY s.name;",1.1539020538330078,45.58823529411765
"For each stadium, how many concerts play there?","SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT s.name, COUNT(c.id) AS concert_count FROM stadiums s LEFT JOIN concerts c ON c.stadium_id = s.id GROUP BY s.name",1.2929973602294922,47.540983606557376
Show the stadium name and capacity with most number of concerts in year 2014 or after.,"SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1","SELECT s.name, s.capacity FROM stadiums s JOIN concerts c ON s.stadium_id = c.stadium_id WHERE YEAR(c.concert_date) >= 2014 GROUP BY s.stadium_id, s.name, s.capacity ORDER BY COUNT(*) DESC LIMIT 1",3.0370430946350098,62.244897959183675
What is the name and capacity of the stadium with the most concerts after 2013 ?,"select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1","SELECT s.name, s.capacity FROM stadiums s JOIN (SELECT stadium_id, COUNT(*) AS cnt FROM concerts WHERE concert_date > '2013-12-31' GROUP BY stadium_id ORDER BY cnt DESC LIMIT 1) c ON s.stadium_id = c.stadium_id",10.435160160064697,42.38095238095239
Which year has most number of concerts?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"SELECT YEAR(concert_date) AS year, COUNT(*) AS concert_count
FROM concerts
GROUP BY YEAR(concert_date)
ORDER BY concert_count DESC
LIMIT 1",1.8516900539398193,44.20289855072463
What is the year that had the most concerts?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,SELECT EXTRACT(YEAR FROM concert_date) AS year FROM concerts GROUP BY EXTRACT(YEAR FROM concert_date) ORDER BY COUNT(*) DESC LIMIT 1,9.594706296920776,52.27272727272727
Show the stadium names without any concert.,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT s.name FROM stadiums s WHERE NOT EXISTS (SELECT 1 FROM concerts c WHERE c.stadium_id = s.stadium_id),1.7618107795715332,48.5981308411215
What are the names of the stadiums without any concerts?,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT s.name FROM stadiums s WHERE NOT EXISTS (SELECT 1 FROM concerts c WHERE c.stadium_id = s.stadium_id),1.3107409477233887,48.5981308411215
Show countries where a singer above age 40 and a singer below 30 are from.,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30,SELECT country FROM singers GROUP BY country HAVING SUM(CASE WHEN age > 40 THEN 1 ELSE 0 END) > 0 AND SUM(CASE WHEN age < 30 THEN 1 ELSE 0 END) > 0,1.3093059062957764,40.136054421768705
Show names for all stadiums except for stadiums having a concert in year 2014.,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,SELECT s.name FROM stadiums s WHERE NOT EXISTS (SELECT 1 FROM concerts c WHERE c.stadium_id = s.id AND EXTRACT(YEAR FROM c.date) = 2014),1.5660111904144287,40.845070422535215
What are the names of all stadiums that did not have a concert in 2014?,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,SELECT s.name FROM stadiums s WHERE NOT EXISTS (SELECT 1 FROM concerts c WHERE c.stadium_id = s.id AND YEAR(c.date) = 2014),1.3002066612243652,44.366197183098585
Show the name and theme for all concerts and the number of singers in each concert.,"SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id","SELECT c.name, c.theme, COUNT(cs.singer_id) AS singer_count FROM concerts c LEFT JOIN concert_singers cs ON c.id = cs.concert_id GROUP BY c.name, c.theme",2.3147263526916504,45.751633986928105
"What are the names , themes , and number of singers for every concert ?","select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id","SELECT c.name, c.theme, COUNT(s.singer_id) AS number_of_singers FROM Concert c LEFT JOIN Concert_Singer cs ON c.concert_id = cs.concert_id LEFT JOIN Singer s ON cs.singer_id = s.singer_id GROUP BY c.name, c.theme",1.5866503715515137,40.094339622641506
List singer names and number of concerts for each singer.,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT s.name, COUNT(c.id) AS concert_count FROM singers s LEFT JOIN concerts c ON s.id = c.singer_id GROUP BY s.name;",1.6532585620880127,50.0
What are the names of the singers and number of concerts for each person?,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT s.name, COUNT(c.id) AS concert_count FROM singers s LEFT JOIN concerts c ON s.id = c.singer_id GROUP BY s.name",1.7219417095184326,50.0
List all singer names in concerts in year 2014.,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT DISTINCT s.name FROM singers s JOIN concerts c ON s.singer_id = c.singer_id WHERE YEAR(c.concert_date) = 2014;,5.817060947418213,46.783625730994146
What are the names of the singers who performed in a concert in 2014?,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT DISTINCT s.name FROM singers s JOIN performances p ON s.id = p.singer_id JOIN concerts c ON p.concert_id = c.id WHERE c.year = 2014;,0.6652967929840088,58.47953216374269
what is the name and nation of the singer who have a song having 'Hey' in its name?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT s.name, s.nation FROM singers s JOIN songs sg ON s.id = sg.singer_id WHERE sg.title LIKE '%Hey%'",0.6496436595916748,44.66019417475729
What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT DISTINCT s.name, s.country_of_origin FROM singers s JOIN songs sg ON s.singer_id = sg.singer_id WHERE sg.title LIKE '%Hey%';",0.8284797668457031,40.458015267175576
Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT s.name, s.location FROM stadiums s JOIN concerts c ON s.id = c.stadium_id WHERE c.year IN (2014, 2015) GROUP BY s.name, s.location HAVING COUNT(DISTINCT c.year) = 2;",1.0242695808410645,44.827586206896555
What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT s.name, s.location
FROM stadiums s
JOIN concerts c ON s.stadium_id = c.stadium_id
WHERE YEAR(c.concert_date) IN (2014, 2015)
GROUP BY s.name, s.location
HAVING COUNT(DISTINCT YEAR(c.concert_date)) = 2;",1.1556761264801025,41.379310344827594
Find the number of concerts happened in the stadium with the highest capacity .,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(*) FROM concerts WHERE stadium_id = (SELECT id FROM stadiums ORDER BY capacity DESC LIMIT 1),0.8102319240570068,90.990990990991
What are the number of concerts that occurred in the stadium with the largest capacity ?,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(*) FROM concerts c JOIN stadiums s ON c.stadium_id = s.id WHERE s.capacity = (SELECT MAX(capacity) FROM stadiums),1.2924141883850098,51.58730158730158
Find the number of pets whose weight is heavier than 10.,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM pets WHERE weight > 10;,0.33637475967407227,93.33333333333333
How many pets have a greater weight than 10?,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM pets WHERE weight > 10;,0.6745874881744385,93.33333333333333
Find the weight of the youngest dog.,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM dogs ORDER BY age ASC LIMIT 1,0.9760267734527588,81.25
How much does the youngest dog weigh?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM dogs ORDER BY age ASC LIMIT 1,0.8716673851013184,81.25
Find the maximum weight for each type of pet. List the maximum weight and pet type.,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT pet_type, MAX(weight) AS max_weight FROM Pets GROUP BY pet_type;",3.258432388305664,66.19718309859155
