question,gold_sql,pred_sql,latency_sec,string_match_percentage
"For each stadium, how many concerts play there?","SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id","SELECT s.name, COUNT(c.id) AS concert_count FROM stadiums s LEFT JOIN concerts c ON s.id = c.stadium_id GROUP BY s.id, s.name;",0.510239839553833,50.79365079365079
Show the stadium name and capacity with most number of concerts in year 2014 or after.,"SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1","SELECT s.name, s.capacity
FROM stadiums s
JOIN (
    SELECT stadium_id, COUNT(*) AS cnt
    FROM concerts
    WHERE concert_date >= '2014-01-01'
    GROUP BY stadium_id
    ORDER BY cnt DESC
    LIMIT 1
) c ON s.stadium_id = c.stadium_id;",1.5368297100067139,39.49579831932773
What is the name and capacity of the stadium with the most concerts after 2013 ?,"select t2.name ,  t2.capacity from concert as t1 join stadium as t2 on t1.stadium_id  =  t2.stadium_id where t1.year  >  2013 group by t2.stadium_id order by count(*) desc limit 1","SELECT s.name, s.capacity FROM Stadiums s JOIN (SELECT stadium_id, COUNT(*) AS cnt FROM Concerts WHERE concert_date > '2013-12-31' GROUP BY stadium_id ORDER BY cnt DESC LIMIT 1) x ON s.id = x.stadium_id",1.840742826461792,44.059405940594054
Which year has most number of concerts?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,"SELECT EXTRACT(YEAR FROM concert_date) AS year, COUNT(*) AS total FROM concerts GROUP BY EXTRACT(YEAR FROM concert_date) ORDER BY total DESC LIMIT 1;",1.5797955989837646,40.26845637583892
What is the year that had the most concerts?,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,SELECT EXTRACT(YEAR FROM concert_date) AS year FROM concerts GROUP BY EXTRACT(YEAR FROM concert_date) ORDER BY COUNT(*) DESC LIMIT 1;,1.729074478149414,51.8796992481203
Show the stadium names without any concert.,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT s.stadium_name FROM stadiums s WHERE NOT EXISTS (SELECT 1 FROM concerts c WHERE c.stadium_id = s.stadium_id);,1.5842792987823486,44.827586206896555
What are the names of the stadiums without any concerts?,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),SELECT s.name FROM stadiums s LEFT JOIN concerts c ON c.stadium_id = s.id WHERE c.id IS NULL,1.6581850051879883,42.391304347826086
Show countries where a singer above age 40 and a singer below 30 are from.,SELECT country FROM singer WHERE age  >  40 INTERSECT SELECT country FROM singer WHERE age  <  30,SELECT country FROM singers GROUP BY country HAVING SUM(CASE WHEN age>40 THEN 1 ELSE 0 END)>0 AND SUM(CASE WHEN age<30 THEN 1 ELSE 0 END)>0;,2.5060486793518066,39.28571428571429
Show names for all stadiums except for stadiums having a concert in year 2014.,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,SELECT s.name FROM stadiums s WHERE NOT EXISTS (SELECT 1 FROM concerts c WHERE c.stadium_id = s.stadium_id AND YEAR(c.concert_date) = 2014);,2.5602238178253174,45.77464788732394
What are the names of all stadiums that did not have a concert in 2014?,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,"SELECT s.name
FROM stadiums s
WHERE NOT EXISTS (
    SELECT 1
    FROM concerts c
    WHERE c.stadium_id = s.stadium_id
      AND YEAR(c.date) = 2014
);",2.7174017429351807,46.05263157894737
Show the name and theme for all concerts and the number of singers in each concert.,"SELECT T2.concert_name ,  T2.theme ,  count(*) FROM singer_in_concert AS T1 JOIN concert AS T2 ON T1.concert_id  =  T2.concert_id GROUP BY T2.concert_id","SELECT Concert.name, Concert.theme, COUNT(DISTINCT Singer.id) AS singer_count
FROM Concert
LEFT JOIN ConcertSinger ON Concert.id = ConcertSinger.concert_id
LEFT JOIN Singer ON ConcertSinger.singer_id = Singer.id
GROUP BY Concert.id, Concert.name, Concert.theme;",2.4579899311065674,41.76245210727969
"What are the names , themes , and number of singers for every concert ?","select t2.concert_name ,  t2.theme ,  count(*) from singer_in_concert as t1 join concert as t2 on t1.concert_id  =  t2.concert_id group by t2.concert_id","SELECT c.name, c.theme, COUNT(s.id) AS number_of_singers FROM concerts c LEFT JOIN singers s ON s.concert_id = c.id GROUP BY c.id, c.name, c.theme;",2.548784017562866,44.07894736842105
List singer names and number of concerts for each singer.,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT s.name AS singer_name, COUNT(c.id) AS number_of_concerts FROM singers s LEFT JOIN concerts c ON c.singer_id = s.id GROUP BY s.id, s.name;",2.869321823120117,44.44444444444444
What are the names of the singers and number of concerts for each person?,"SELECT T2.name ,  count(*) FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id GROUP BY T2.singer_id","SELECT s.singer_name, COUNT(c.concert_id) AS num_concerts FROM singers s LEFT JOIN concerts c ON s.singer_id = c.singer_id GROUP BY s.singer_name;",2.5274484157562256,54.10958904109589
List all singer names in concerts in year 2014.,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT DISTINCT s.singer_name FROM singers s JOIN concert_singers cs ON s.singer_id = cs.singer_id JOIN concerts c ON cs.concert_id = c.concert_id WHERE YEAR(c.concert_date) = 2014;,3.0158886909484863,59.116022099447505
What are the names of the singers who performed in a concert in 2014?,SELECT T2.name FROM singer_in_concert AS T1 JOIN singer AS T2 ON T1.singer_id  =  T2.singer_id JOIN concert AS T3 ON T1.concert_id  =  T3.concert_id WHERE T3.year  =  2014,SELECT DISTINCT s.name FROM singers s JOIN performances p ON s.id = p.singer_id JOIN concerts c ON p.concert_id = c.id WHERE YEAR(c.date) = 2014;,2.71536922454834,53.80116959064327
what is the name and nation of the singer who have a song having 'Hey' in its name?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT DISTINCT s.name, s.nation FROM singers s JOIN songs sp ON s.id = sp.singer_id WHERE sp.title LIKE '%Hey%'",2.7504029273986816,41.07142857142857
What is the name and country of origin of every singer who has a song with the word 'Hey' in its title?,"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'","SELECT DISTINCT s.name, s.country_of_origin
FROM singers s
JOIN singer_song ss ON s.id = ss.singer_id
JOIN songs song ON ss.song_id = song.id
WHERE song.title ILIKE '%Hey%';",2.483133554458618,31.79190751445087
Find the name and location of the stadiums which some concerts happened in the years of both 2014 and 2015.,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT s.name, s.location FROM stadiums s JOIN concerts c ON s.id = c.stadium_id WHERE c.year IN (2014,2015) GROUP BY s.id, s.name, s.location HAVING COUNT(DISTINCT c.year)=2;",2.552527904510498,43.29501915708812
What are the names and locations of the stadiums that had concerts that occurred in both 2014 and 2015?,"SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2014 INTERSECT SELECT T2.name ,  T2.location FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.Year  =  2015","SELECT s.name, s.location
FROM stadiums s
JOIN concerts c ON c.stadium_id = s.stadium_id
WHERE YEAR(c.concert_date) IN (2014, 2015)
GROUP BY s.stadium_id, s.name, s.location
HAVING COUNT(DISTINCT YEAR(c.concert_date)) = 2;",2.6663899421691895,39.08045977011494
Find the number of concerts happened in the stadium with the highest capacity .,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),SELECT COUNT(*) FROM concerts c WHERE c.stadium_id = (SELECT s.stadium_id FROM stadiums s ORDER BY s.capacity DESC LIMIT 1);,2.5002520084381104,89.51612903225806
What are the number of concerts that occurred in the stadium with the largest capacity ?,select count(*) from concert where stadium_id = (select stadium_id from stadium order by capacity desc limit 1),"SELECT COUNT(*) AS concert_count
FROM concerts c
JOIN stadiums s ON c.stadium_id = s.id
WHERE s.capacity = (SELECT MAX(capacity) FROM stadiums);",2.537421464920044,45.138888888888886
Find the number of pets whose weight is heavier than 10.,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM pets WHERE weight > 10;,2.4345061779022217,93.33333333333333
How many pets have a greater weight than 10?,SELECT count(*) FROM pets WHERE weight  >  10,SELECT COUNT(*) FROM pets WHERE weight > 10;,2.3238914012908936,93.33333333333333
Find the weight of the youngest dog.,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM dogs WHERE age = (SELECT MIN(age) FROM dogs);,2.5266404151916504,48.4375
How much does the youngest dog weigh?,SELECT weight FROM pets ORDER BY pet_age LIMIT 1,SELECT weight FROM Dogs ORDER BY age ASC LIMIT 1;,2.4391982555389404,79.59183673469387
Find the maximum weight for each type of pet. List the maximum weight and pet type.,"SELECT max(weight) ,  petType FROM pets GROUP BY petType","SELECT pet_type, MAX(weight) AS max_weight FROM pets GROUP BY pet_type;",2.33219575881958,66.19718309859155
